State,District,Women_Anaemia,Pregnant_Anaemia,Children_Anaemia,Men_High_BloodSugar,Women_High_BloodSugar,Men_Elevated_BP,Women_Elevated_BP,Diarrhoea_Prevalence,ARI_Prevalence,Skilled_Births,Institutional_Births,Health_Insurance,Out_Of_Pocket_Expense,Clean_Fuel,Improved_Sanitation,Improved_Drinking_Water,Electricity,Women_10Plus_Schooling,Men_Alcohol,Women_Alcohol,Men_Tobacco,Women_Tobacco,Children_Underweight,Children_Stunted,Children_Wasted,Women_Low_BMI,Women_Overweight,ANC_First_Trimester,ANC_4Plus_Visits,IFA_100_Days,Breast_Cancer_Screening,Cervical_Cancer_Screening,Oral_Cancer_Screening
Maharashtra,Buldhana,57.8,0.0,79.4,5.2,6.4,20.5,20.1,8.8,6.3,92.4,93.9,37.9,2641,69.2,68.9,89.7,97.1,41.8,14.3,0.2,42.5,12.0,47.2,45.0,31.7,21.6,15.7,73.6,72.7,61.2,0.0,1.0,0.4
Maharashtra,Chandrapur,55.5,0.0,76.6,6.3,5.2,20.6,20.7,5.7,7.3,96.5,99.6,28.9,2109,85.1,77.3,96.5,98.9,57.5,20.8,0.5,49.1,11.3,46.6,37.3,38.5,26.5,9.4,76.6,68.5,69.2,0.2,1.0,0.6
Maharashtra,Chhatrapati Sambhajinagar,52.4,48.2,64.5,8.0,6.5,20.9,20.8,12.6,4.1,96.3,94.8,12.4,4039,78.4,69.1,91.7,97.0,48.4,13.7,0.2,33.8,7.9,42.9,34.2,26.4,20.3,24.4,65.2,57.2,14.5,0.2,2.5,0.4
Maharashtra,Dharashiv,49.1,44.4,67.4,5.8,4.9,26.2,23.5,9.2,4.1,99.0,98.1,14.8,2654,69.7,71.2,96.4,96.8,41.5,12.4,0.3,44.2,8.0,32.5,37.2,16.1,19.1,25.1,83.9,89.2,66.1,0.0,4.3,0.0
Maharashtra,Dhule,61.2,70.6,72.2,6.7,5.5,25.1,21.4,15.7,2.1,84.2,77.2,19.8,2269,65.1,58.9,89.9,96.0,40.8,0.5,38.2,15.6,0.0,46.0,37.6,38.9,26.5,23.9,61.2,63.2,30.7,0.3,0.4,0.2
Maharashtra,Gadchiroli,66.2,39.3,76.6,5.4,4.3,17.2,17.0,4.7,3.2,98.2,97.3,33.3,1847,60.5,62.4,83.0,95.8,42.3,34.7,3.1,61.4,26.5,35.4,35.7,30.0,24.3,5.6,84.6,86.8,70.8,0.9,1.1,0.9
Maharashtra,Gondia,60.4,43.6,78.0,6.0,3.7,18.9,21.8,4.5,2.6,98.3,99.1,30.6,1684,68.0,74.3,91.6,98.2,54.1,22.6,0.4,55.1,17.2,35.6,36.9,23.7,23.4,9.4,69.0,66.2,46.0,0.6,0.9,0.7
Maharashtra,Hingoli,51.3,53.3,72.5,5.5,5.3,17.4,17.4,10.1,3.2,95.3,94.0,14.7,3114,53.1,69.0,92.4,98.1,33.2,11.8,0.2,32.7,7.8,38.9,37.4,25.8,24.9,16.6,82.5,66.6,23.2,0.0,0.7,0.0
Maharashtra,Jalgaon,65.2,63.8,85.2,7.1,5.7,24.4,20.7,6.7,4.1,81.9,86.5,11.9,3366,79.5,59.7,94.3,96.8,40.8,12.3,0.5,37.7,12.6,36.9,36.3,30.5,22.2,26.2,60.3,58.4,28.9,0.3,0.4,0.2
Maharashtra,Jalna,58.2,47.3,68.3,7.4,5.5,24.8,21.8,19.0,7.0,86.5,92.8,9.7,4178,56.4,63.6,82.8,95.7,34.3,11.3,0.2,32.5,7.0,39.0,38.0,22.2,23.3,20.6,56.0,58.4,27.2,1.4,2.4,1.9
Maharashtra,Kolhapur,50.1,48.9,66.4,7.9,5.8,33.2,31.0,3.9,3.2,93.6,99.2,16.5,2958,84.7,82.0,97.3,98.8,53.8,10.0,0.0,25.8,9.6,34.7,33.6,18.9,19.2,23.7,71.5,81.8,58.8,8.5,9.4,8.3
Maharashtra,Latur,50.7,51.0,59.5,5.4,5.5,19.6,18.6,9.8,3.3,93.4,94.7,33.6,2483,78.5,72.5,94.6,97.2,40.7,14.2,0.2,37.5,3.7,33.9,43.2,18.0,24.2,17.6,74.6,72.6,53.6,0.5,0.9,0.4
Maharashtra,Mumbai,45.9,19.9,72.8,11.4,9.2,23.3,21.0,3.5,1.7,98.3,99.5,30.7,6233,98.3,58.6,100.0,99.6,71.1,16.0,1.1,20.3,5.3,29.6,26.6,25.3,12.0,25.0,86.2,87.1,72.4,0.0,1.0,0.2
Maharashtra,Nagpur,53.6,0.0,70.5,7.0,6.0,18.3,21.3,4.0,3.9,96.6,100.0,25.6,3249,96.0,88.9,99.5,99.5,67.6,17.8,0.4,40.2,5.0,33.9,27.6,34.0,17.1,13.4,78.1,71.4,57.1,0.3,0.8,0.7
Maharashtra,Nanded,57.3,52.9,76.1,5.5,4.9,17.3,16.7,14.4,1.0,92.6,94.8,15.7,2964,64.5,68.0,94.8,96.4,31.6,14.1,0.2,36.7,5.7,35.2,36.0,19.0,22.9,19.2,62.5,53.5,21.7,0.2,1.6,0.0
Maharashtra,Nandurbar,64.2,68.2,79.3,4.8,5.5,24.6,23.5,9.8,4.7,77.9,76.3,15.3,1313,40.3,54.1,94.6,96.2,29.9,13.1,2.8,42.6,26.7,57.2,45.8,30.7,36.1,12.9,51.0,58.2,38.3,1.2,0.7,0.4
Maharashtra,Nashik,56.2,73.4,67.3,5.2,4.4,26.1,22.5,19.2,4.7,89.9,90.5,14.7,1698,72.5,68.3,86.3,95.3,42.6,12.2,0.2,35.0,15.4,44.8,42.2,27.2,25.6,21.7,66.9,66.4,43.4,0.2,0.4,0.0
Maharashtra,Palghar,56.9,48.5,70.3,6.5,4.9,22.4,23.4,1.8,4.7,95.7,94.2,18.8,1948,75.0,75.1,91.1,97.7,48.3,22.4,1.4,26.2,8.3,37.1,33.0,23.9,27.9,17.0,84.7,86.3,65.3,0.4,1.8,0.0
Maharashtra,Parbhani,58.8,48.0,75.4,5.7,6.0,21.6,21.0,18.6,1.4,90.8,85.6,10.5,2779,54.8,60.1,89.0,96.8,28.8,13.8,0.1,37.7,7.0,41.8,37.6,22.8,20.4,23.7,58.6,47.4,17.9,0.9,3.8,0.2
Maharashtra,Pune,51.9,0.0,58.7,7.2,4.2,25.8,22.4,6.7,3.3,98.5,98.0,14.4,3677,89.5,79.6,96.9,99.4,61.2,11.6,0.2,27.9,11.7,32.7,30.7,31.4,19.6,31.0,79.6,68.6,50.2,2.3,3.8,0.9
Maharashtra,Raigad,54.2,65.7,67.0,6.5,5.1,0.0,24.8,3.8,2.6,97.6,96.6,26.3,1676,83.3,74.8,87.8,97.9,45.0,18.7,0.4,31.8,16.2,34.1,35.8,19.1,21.8,23.1,83.8,83.1,61.6,0.6,1.0,0.4
Maharashtra,Ratnagiri,43.4,0.0,69.4,6.2,8.1,33.9,32.4,2.7,2.4,95.6,97.8,16.6,3096,58.1,85.6,90.9,99.2,41.2,13.0,0.5,31.3,18.4,29.5,31.7,23.7,25.8,17.7,64.6,78.6,54.6,0.4,1.4,0.2
Maharashtra,Sangli,47.5,42.3,62.7,10.5,8.3,32.0,30.1,3.8,0.3,97.6,98.0,12.3,3548,87.3,84.7,96.8,98.2,54.6,7.7,0.2,31.5,11.4,27.2,35.0,18.6,15.0,27.8,66.0,80.1,58.2,4.1,3.9,4.1
Maharashtra,Satara,49.6,28.8,68.9,4.0,5.1,29.8,27.2,10.4,5.9,97.9,97.1,11.4,2607,82.1,78.7,95.6,97.9,48.3,11.7,0.5,40.6,29.5,28.0,20.2,20.5,22.9,26.6,77.5,81.7,59.5,0.5,1.2,0.0
Maharashtra,Sindhudurg,41.2,0.0,55.6,9.4,9.6,37.9,36.6,0.6,1.4,98.6,100.0,13.2,3290,66.0,87.9,73.2,99.4,49.4,8.5,0.1,26.8,11.5,32.0,30.8,27.7,21.5,20.8,70.3,73.4,59.6,0.6,1.9,0.4
Maharashtra,Solapur,54.5,34.1,70.9,5.2,4.8,26.2,25.7,11.4,2.4,96.3,96.2,20.5,1910,73.1,67.8,90.4,97.1,36.0,13.1,0.3,39.2,10.2,32.9,36.3,23.2,21.2,28.2,81.3,81.9,60.3,0.3,1.3,0.5
Maharashtra,Thane,58.8,0.0,67.9,5.9,6.5,29.7,24.5,3.0,0.4,93.9,93.6,22.7,2275,90.4,74.7,96.7,99.3,55.9,15.6,0.4,24.2,6.9,30.8,40.8,17.8,18.9,30.7,58.9,70.2,54.9,3.0,4.3,4.8
Maharashtra,Wardha,60.0,36.5,71.4,5.4,4.5,14.0,17.1,6.0,2.5,99.0,98.8,27.1,3482,83.9,80.2,98.5,98.8,56.5,24.6,0.6,52.6,9.5,31.3,27.7,28.1,17.1,19.6,87.9,70.4,50.6,0.0,0.4,0.2
Maharashtra,Washim,56.4,33.8,70.4,4.9,4.0,21.0,21.9,19.2,5.1,83.1,92.9,24.1,3071,61.4,61.5,73.7,97.2,42.0,11.3,0.4,39.1,14.3,39.3,35.3,31.7,20.1,14.2,63.4,60.0,44.5,0.6,1.8,0.9
Maharashtra,Yavatmal,58.4,53.7,75.2,5.4,5.8,18.2,17.2,7.4,0.0,96.8,96.3,29.0,1734,71.8,66.4,89.5,97.2,38.9,20.1,0.7,46.6,12.3,39.4,36.6,27.5,23.2,10.5,77.1,66.9,41.7,0.4,1.3,0.0
Manipur,Bishnupur,35.8,39.0,42.4,5.7,5.9,31.3,23.6,9.7,2.1,92.6,89.5,9.3,16362,71.3,52.6,77.7,98.6,48.7,44.3,0.8,60.2,48.8,11.7,15.5,7.9,7.7,40.9,84.2,77.4,57.4,1.1,1.7,0.2
Manipur,Chandel,27.3,20.3,42.4,8.0,5.7,28.2,21.7,4.9,1.2,74.0,55.5,16.1,10920,52.0,85.2,68.6,99.9,43.3,39.1,1.2,64.7,47.9,14.7,34.0,8.3,3.7,33.7,77.6,66.6,44.2,0.0,1.1,0.1
Manipur,Churachandpur,32.0,51.8,41.1,7.1,7.0,25.2,16.3,4.0,1.3,80.0,72.9,18.2,10646,62.3,81.2,62.5,94.0,36.6,38.1,1.2,73.8,62.1,9.8,25.1,12.1,7.1,28.0,69.0,61.3,28.5,0.5,0.6,0.4
Manipur,Imphal East,35.9,27.4,50.3,7.8,7.3,36.0,21.9,11.7,1.9,93.0,91.7,7.0,18578,79.0,59.5,90.2,98.6,49.9,36.1,0.8,53.5,39.6,14.4,18.4,11.7,8.7,40.1,78.6,87.1,55.8,3.3,2.3,1.9
Manipur,Imphal West,26.8,39.5,41.8,8.5,7.7,38.4,27.5,2.3,2.4,98.0,95.7,15.7,14173,88.6,58.7,89.1,99.4,61.9,39.3,0.5,52.3,38.0,10.2,15.6,9.3,6.3,36.9,83.2,93.4,60.9,2.0,2.5,1.9
Manipur,Senapati,27.4,18.3,48.5,5.9,4.6,28.2,18.7,4.4,2.3,65.0,45.8,15.4,12254,50.0,84.4,64.4,98.8,39.6,35.1,1.2,63.7,46.1,12.9,27.3,10.7,5.3,24.9,73.9,64.9,28.4,0.7,1.5,0.0
Manipur,Tamenglong,27.3,31.4,37.0,7.4,6.3,29.4,21.5,3.2,1.4,69.9,57.7,16.8,8744,30.5,77.9,51.6,93.6,33.1,33.9,2.2,52.2,17.2,19.3,27.1,9.6,4.6,24.4,69.4,56.4,31.0,0.7,2.2,0.3
Manipur,Thoubal,24.2,32.0,39.7,5.5,4.2,33.4,23.2,3.7,1.1,91.1,87.8,19.1,13144,74.7,61.3,72.5,98.6,40.7,34.1,1.0,58.5,47.9,14.9,31.5,8.3,7.3,31.3,90.6,89.9,68.5,0.7,2.9,0.2
Manipur,Ukhrul,21.9,25.7,34.6,5.6,3.5,25.0,22.3,2.1,1.9,54.5,44.6,17.0,13190,22.9,81.4,50.9,95.0,49.7,36.4,0.9,69.1,32.9,16.0,27.1,11.6,9.7,14.5,58.3,38.8,25.1,0.0,2.0,0.3
Meghalaya,East Garo Hills,50.9,29.1,28.0,12.0,6.3,23.2,15.3,9.2,1.6,80.8,73.8,71.9,2473,29.1,83.9,67.0,97.4,40.5,36.8,0.9,54.0,6.3,26.5,39.7,20.1,8.5,7.0,59.2,25.5,28.8,0.2,0.2,1.1
Meghalaya,East Jaintia Hills,43.9,46.5,47.2,4.0,3.2,17.2,18.7,10.6,4.8,55.7,48.4,74.1,3464,26.5,83.6,74.6,85.1,23.0,42.0,3.6,68.5,49.2,23.6,49.8,8.5,13.5,15.2,55.5,58.6,51.9,0.0,0.7,0.6
Meghalaya,East Khasi Hills,48.2,43.7,39.0,3.6,2.7,25.0,24.5,11.5,5.1,68.7,63.4,47.1,3258,47.4,80.9,90.0,96.6,43.5,24.0,1.2,51.9,29.8,23.8,44.6,11.2,11.6,15.6,56.7,57.5,40.1,1.3,1.3,0.8
Meghalaya,North Garo Hills,58.4,40.8,30.2,11.8,7.8,25.4,20.0,6.6,0.9,63.2,61.5,60.8,4504,24.4,84.9,51.5,97.5,38.4,40.2,2.2,54.1,3.8,15.8,35.6,11.7,7.7,11.1,40.3,24.3,23.7,0.0,0.0,0.2
Meghalaya,Ri Bhoi,62.4,65.0,45.7,4.9,4.6,16.0,13.5,11.3,3.6,65.8,56.9,66.8,3648,21.0,85.3,86.2,92.1,23.1,30.9,0.7,60.4,34.1,29.6,42.5,17.9,15.5,12.2,56.1,61.0,48.8,0.4,0.6,0.4
Meghalaya,South Garo Hills,56.2,33.7,33.6,18.3,10.0,22.8,15.8,5.4,3.1,91.2,88.3,79.5,2370,22.3,88.4,60.4,98.6,38.4,33.1,1.4,50.7,9.7,20.8,29.8,18.3,6.6,6.9,68.7,33.3,51.8,0.0,0.2,0.0
Meghalaya,South West Garo Hills,62.5,37.8,35.5,12.4,8.9,20.0,13.6,7.9,7.5,88.3,83.7,75.1,2666,33.9,71.4,58.6,95.5,33.0,30.6,1.2,52.4,11.1,26.4,32.2,19.9,8.5,9.0,57.0,28.5,28.3,0.0,0.0,0.0
Meghalaya,South West Khasi Hills,58.9,63.2,61.3,4.2,3.2,19.0,18.5,7.5,6.0,49.3,41.7,72.3,3902,11.6,89.6,85.3,87.9,23.4,31.7,1.1,63.7,50.0,27.6,51.4,10.4,17.2,8.9,48.5,63.4,53.8,0.0,0.2,0.2
Meghalaya,West Garo Hills,55.3,26.7,30.2,15.9,7.6,24.7,17.4,7.8,3.5,87.5,89.6,77.9,3235,47.6,86.3,83.7,94.7,45.1,38.8,2.1,58.3,17.6,26.3,39.5,14.9,7.7,7.2,65.1,48.0,48.2,0.2,0.0,0.0
Meghalaya,West Jaintia Hills,55.9,64.6,54.6,4.4,3.8,15.5,18.0,13.7,4.8,50.7,42.2,65.6,2917,20.7,75.1,70.6,75.4,24.7,36.9,1.3,64.7,44.8,28.3,48.7,9.7,9.6,15.4,44.0,43.1,32.7,0.1,0.5,0.4
Meghalaya,West Khasi Hills,51.8,49.6,56.2,4.3,2.3,16.4,16.0,10.1,6.5,49.3,41.7,60.1,2947,8.6,87.8,80.5,85.0,16.4,34.4,1.6,73.3,50.2,31.1,59.0,8.0,14.6,8.7,45.3,64.0,51.6,0.0,0.8,0.2
Mizoram,Aizawl,31.7,33.4,44.0,7.2,6.8,33.6,23.4,7.1,0.8,97.8,97.4,37.5,9812,95.4,96.1,98.3,99.7,60.7,25.8,1.0,68.7,54.7,9.6,25.3,7.3,3.8,29.7,82.8,68.5,58.5,4.7,10.8,1.6
Mizoram,Champhai,25.7,15.7,38.3,7.4,6.9,19.6,16.1,0.8,0.0,97.5,96.7,64.9,4336,79.4,98.3,98.6,100.0,47.8,21.3,1.6,74.5,66.7,13.1,27.2,12.1,5.8,22.9,80.0,63.4,74.3,0.6,3.7,0.2
Mizoram,Kolasib,37.7,43.8,53.8,6.6,9.0,24.3,16.5,1.2,0.9,93.2,91.4,61.1,4834,87.5,96.8,95.3,99.1,41.7,21.7,0.9,75.3,70.6,12.6,30.4,11.3,5.9,26.0,72.7,66.0,67.7,1.9,6.3,0.7
Mizoram,Lawngtlai,48.5,46.5,55.3,9.0,6.6,20.3,13.0,2.7,0.5,59.9,53.7,31.3,7318,56.3,90.3,82.2,89.0,32.2,27.2,0.9,77.2,65.4,16.9,32.7,16.2,7.1,14.1,51.5,33.0,50.7,1.5,2.7,0.5
Mizoram,Lunglei,34.9,27.5,45.7,9.9,7.4,20.0,13.9,4.0,0.8,80.2,82.7,46.5,5717,79.9,95.6,96.0,98.0,46.3,19.2,0.9,75.0,62.8,11.1,26.5,9.5,6.2,20.6,68.8,56.7,64.7,0.4,2.2,0.2
Mizoram,Mamit,34.9,29.9,45.5,8.0,5.7,21.0,14.3,0.6,0.0,81.1,75.0,61.7,4150,73.3,92.7,97.3,97.9,40.0,26.2,0.4,80.6,70.2,13.9,26.4,7.4,4.1,21.8,64.5,52.5,68.8,2.4,4.9,0.8
Mizoram,Serchhip,32.1,43.4,43.2,7.2,7.0,17.7,11.6,3.2,0.3,96.8,96.2,58.8,6449,81.8,98.2,97.7,99.3,43.1,22.4,0.4,74.2,62.7,14.4,31.8,8.4,5.9,24.0,77.6,60.3,73.0,1.5,8.0,0.8
Mizoram,Siaha,44.2,30.0,46.4,6.0,4.7,22.9,13.0,7.6,0.6,80.5,73.8,44.2,7521,83.7,91.5,95.2,99.7,50.2,21.0,0.6,73.7,70.0,17.6,43.8,7.7,9.3,18.9,60.7,35.5,51.4,1.8,4.9,0.7
Nagaland,Dimapur,34.7,32.9,48.9,5.6,6.8,20.8,18.6,2.2,0.6,80.7,73.7,5.7,7330,84.2,81.1,92.4,99.8,52.5,25.7,1.7,44.0,16.4,29.8,28.3,25.0,9.6,21.1,71.4,50.1,14.9,0.0,0.2,0.7
Nagaland,Kiphire,31.4,19.5,55.2,7.0,5.7,22.0,15.3,7.9,1.6,46.7,34.8,8.8,6288,16.4,83.1,90.9,97.9,22.0,15.8,1.0,44.2,10.1,25.0,36.9,11.0,13.9,9.3,27.2,5.8,1.6,1.1,1.2,0.9
Nagaland,Kohima,14.9,3.9,38.4,6.0,3.6,31.1,25.7,0.5,0.9,78.9,66.9,26.7,4970,61.7,87.4,89.9,99.5,70.9,27.4,1.2,47.9,14.4,22.1,28.3,26.9,11.7,11.6,61.9,28.3,17.2,0.4,0.1,0.4
Nagaland,Longleng,34.6,30.5,40.4,9.6,6.0,30.0,22.6,6.1,1.2,44.6,38.7,38.3,7152,11.8,86.6,76.3,99.1,23.8,24.0,0.5,54.0,7.9,25.7,34.1,19.8,14.4,7.0,42.3,15.4,2.6,0.6,0.8,0.7
Nagaland,Mokokchung,25.0,11.5,35.5,4.5,4.6,28.9,23.2,2.4,0.9,61.7,51.5,22.3,6242,46.2,96.7,97.4,97.7,55.8,23.4,0.4,53.0,22.2,22.9,31.4,11.7,11.3,15.2,51.6,18.2,12.5,0.4,0.0,0.0
Nagaland,Mon,30.2,27.0,39.4,7.4,5.2,35.7,20.4,4.7,1.6,30.9,21.4,39.3,2965,13.0,86.4,86.7,96.4,24.3,23.7,0.2,52.4,6.9,23.3,35.5,7.8,8.7,9.4,44.6,9.7,10.6,0.3,0.3,0.0
Nagaland,Peren,29.7,26.4,51.0,7.5,4.1,27.7,19.8,3.4,0.5,52.5,43.5,5.4,4945,31.4,89.4,92.5,98.2,35.5,26.1,1.4,49.2,13.4,20.7,34.9,9.1,6.6,16.4,45.1,14.5,6.1,0.2,0.3,0.2
Nagaland,Phek,30.0,18.2,44.9,7.5,5.1,33.8,25.9,1.9,1.1,50.7,32.2,24.9,5886,24.2,90.1,98.1,99.4,39.4,24.1,0.9,45.5,9.9,15.6,28.0,12.9,14.8,14.1,50.1,9.5,13.5,0.0,0.0,0.0
Nagaland,Tuensang,28.8,20.0,38.8,7.0,4.3,24.3,20.4,5.5,1.8,39.2,34.8,22.0,3394,19.7,92.0,90.4,96.6,27.0,18.5,0.6,50.2,14.9,34.2,37.1,24.6,15.9,10.8,27.1,4.4,3.3,0.7,0.9,0.5
Nagaland,Wokha,30.9,29.8,45.4,10.4,6.2,35.7,24.3,3.6,1.6,63.5,43.6,20.6,7125,41.2,88.5,83.4,99.7,45.3,27.2,1.1,50.4,12.9,28.0,26.3,23.5,8.8,18.3,57.8,34.7,12.9,0.0,0.0,0.0
Nagaland,Zunheboto,31.1,40.8,34.9,5.2,5.7,41.2,33.2,1.8,0.0,40.5,35.0,18.1,7554,18.6,88.9,91.0,99.4,40.2,21.3,0.2,48.9,8.0,44.5,44.0,26.9,5.6,8.9,46.5,11.2,5.5,0.4,0.2,0.7
Odisha,Anugul,75.8,75.7,75.3,8.1,8.4,21.1,18.9,12.0,4.5,89.8,85.7,63.1,3832,23.8,66.4,76.2,96.7,33.7,32.9,3.9,56.9,17.2,30.5,28.1,25.1,20.6,22.7,78.7,83.7,53.7,0.0,1.8,0.0
Odisha,Balangir,59.4,48.1,74.9,8.9,5.6,24.4,20.1,2.3,0.7,98.2,97.9,44.0,4128,32.6,66.3,92.9,97.8,31.4,27.6,0.8,44.2,23.7,37.6,32.7,25.5,21.5,15.9,89.1,95.4,83.0,0.0,0.2,0.0
Odisha,Baleshwar,61.8,,43.2,5.4,5.5,29.5,22.9,18.3,5.9,93.5,97.6,40.6,7183,28.4,70.9,98.5,97.1,38.3,20.2,4.3,44.9,29.8,22.6,24.4,15.0,23.9,21.6,62.5,56.6,36.0,0.4,1.4,0.8
Odisha,Bargarh,62.6,57.6,56.2,6.5,7.5,24.3,22.6,4.0,2.8,96.2,99.6,45.5,4112,31.9,61.9,98.0,98.4,37.4,28.3,2.2,40.1,21.2,30.0,38.9,18.0,19.0,19.9,80.9,70.1,52.2,0.4,0.4,0.9
Odisha,Bhadrak,64.0,70.4,68.7,7.0,6.5,26.1,21.7,13.8,7.9,97.2,96.1,44.9,5596,22.9,62.0,100.0,97.8,37.0,18.0,0.3,59.8,34.1,28.9,32.3,15.8,24.7,18.3,75.9,74.9,53.7,0.4,1.5,0.0
Odisha,Boudh,54.1,40.7,56.2,7.5,5.1,24.0,20.9,7.0,2.3,95.0,93.4,44.7,4249,30.9,52.9,92.5,96.3,29.9,25.1,0.9,42.7,19.1,38.6,37.0,20.1,22.1,18.5,78.8,79.0,58.3,0.2,1.2,0.2
Odisha,Cuttack,64.5,,63.8,8.3,7.9,27.1,22.7,8.3,8.4,98.9,98.9,42.3,4988,45.1,60.2,92.3,98.2,40.9,20.2,0.5,51.0,25.8,18.9,20.4,14.2,15.7,32.5,73.6,84.2,63.3,0.4,2.9,0.0
Odisha,Deogarh,72.2,,61.5,8.2,5.6,27.5,20.1,13.4,4.4,90.8,91.2,57.5,4319,18.4,69.9,86.2,95.3,31.3,44.2,6.9,59.2,20.8,34.3,28.4,27.3,23.3,13.4,75.2,77.5,60.2,0.0,0.9,0.2
Odisha,Dhenkanal,65.9,60.0,62.0,5.9,7.0,26.0,25.3,9.5,6.1,93.2,94.8,55.2,5371,28.8,58.2,63.4,96.3,33.3,29.6,2.6,56.0,28.2,30.0,33.3,22.7,18.9,21.8,72.4,75.8,50.9,0.0,0.6,0.0
Odisha,Gajapati,66.1,77.4,64.4,6.2,5.6,24.9,19.7,6.4,0.3,80.4,76.4,39.6,3487,28.9,58.3,78.1,94.1,22.5,28.8,5.4,36.2,16.5,34.3,43.4,16.1,23.5,17.5,79.3,83.0,64.9,0.3,0.3,0.0
Odisha,Ganjam,56.7,52.9,61.3,9.1,6.6,29.7,23.4,10.6,0.4,92.4,93.0,51.9,3823,63.7,72.9,89.6,99.3,32.6,23.5,0.2,45.1,17.9,18.9,23.9,10.2,11.2,36.9,77.6,82.7,67.0,0.3,0.3,0.7
Odisha,Jagatsinghapur,59.8,,58.2,7.5,6.6,30.2,26.2,11.0,7.1,96.7,98.3,56.8,5897,30.5,60.1,99.5,98.2,46.6,19.1,0.4,51.1,25.7,11.0,13.2,10.7,12.9,35.5,71.6,82.6,64.3,0.5,1.6,0.3
Odisha,Jajapur,63.4,62.4,66.4,7.0,6.6,28.0,23.8,12.0,9.1,96.1,93.8,53.9,5002,28.4,47.4,92.0,97.0,38.0,21.9,3.4,58.8,34.4,21.8,25.5,15.9,24.4,21.3,65.2,73.8,49.0,0.6,4.6,0.6
Odisha,Jharsuguda,67.8,,65.5,5.9,6.9,25.3,20.4,5.9,1.0,96.8,98.6,37.7,5720,41.8,70.0,88.4,98.1,40.9,30.4,2.3,45.9,20.6,26.9,27.1,16.9,21.2,27.0,92.6,94.1,84.7,0.0,0.2,0.2
Odisha,Kalahandi,64.2,70.2,68.8,7.2,5.2,26.2,26.4,4.2,2.7,92.2,92.8,48.6,2271,28.9,64.4,96.5,97.2,26.5,30.1,0.8,50.5,23.2,33.6,33.0,17.2,23.8,15.0,80.1,82.9,61.0,0.0,0.0,0.0
Odisha,Kandhamal,48.9,53.4,55.3,7.1,4.7,24.8,24.4,5.3,1.4,94.9,93.9,54.5,2210,24.1,52.4,64.4,96.6,28.1,31.3,1.5,52.0,25.5,35.2,34.2,23.3,21.0,15.7,74.7,81.1,72.5,0.2,0.4,0.2
Odisha,Kendrapara,58.8,56.0,61.5,7.7,6.5,24.8,21.9,10.4,6.5,94.6,96.7,50.0,7842,27.9,57.3,99.7,99.5,42.5,19.1,0.5,54.9,30.9,17.9,28.6,7.9,20.5,24.1,76.2,77.1,54.2,0.6,1.3,0.4
Odisha,Kendujhar,69.2,74.7,64.6,7.1,5.8,25.1,24.1,15.3,2.4,79.9,80.4,43.3,3467,27.9,47.6,92.9,91.1,29.5,43.2,13.6,64.2,34.9,37.1,36.2,23.8,25.9,17.0,70.7,57.1,48.1,0.0,0.2,0.0
Odisha,Khordha,68.1,73.4,56.1,8.5,9.1,25.1,20.2,9.9,2.1,97.4,97.8,43.2,5081,63.3,73.2,94.6,99.5,43.2,20.5,0.5,44.7,20.1,16.9,17.1,13.2,10.0,39.3,85.1,91.0,71.7,0.0,0.0,0.2
Odisha,Koraput,58.2,59.3,69.7,7.0,5.0,24.5,21.1,8.3,0.4,86.3,82.1,54.6,1535,31.5,39.4,89.5,96.2,17.6,37.3,11.5,58.0,32.7,33.5,43.1,15.9,27.2,9.2,87.1,79.2,72.3,0.0,0.0,0.2
Odisha,Malkangiri,71.9,74.3,78.7,7.4,7.4,20.7,17.1,3.8,1.1,93.8,90.7,47.0,1782,20.9,41.4,94.7,95.8,14.0,42.1,18.4,54.9,33.5,41.6,44.3,19.3,38.6,10.1,81.7,82.8,63.8,0.0,0.6,0.0
Odisha,Mayurbhanj,72.2,56.0,71.7,4.9,4.3,28.8,26.1,17.5,3.2,87.1,91.7,46.5,2841,16.1,54.4,80.1,90.3,25.1,45.6,17.0,62.2,34.9,45.9,36.7,28.5,30.2,14.3,65.9,52.9,41.7,0.2,0.5,0.0
Odisha,Nabarangpur,69.3,60.7,70.8,5.2,3.9,22.6,20.8,3.6,0.5,87.5,87.6,48.4,2741,19.0,44.1,99.1,97.4,15.5,36.2,6.0,61.2,34.4,46.6,44.1,25.2,30.9,8.1,82.1,87.7,83.2,0.0,0.2,0.0
Odisha,Nayagarh,62.5,61.6,55.2,10.1,9.9,18.8,22.0,10.6,1.9,98.4,98.3,49.3,3481,42.3,67.1,82.9,98.3,27.1,20.9,0.3,54.3,16.9,20.2,20.0,10.5,13.1,30.3,86.0,90.3,66.4,0.2,1.0,0.0
Odisha,Nuapada,64.0,57.3,73.5,6.2,5.5,23.6,21.4,7.0,0.8,92.7,89.8,45.3,3418,23.2,58.4,97.5,94.6,27.3,34.6,0.9,48.6,23.7,38.0,43.1,18.1,30.7,11.9,76.6,71.7,52.0,0.0,0.5,0.8
Odisha,Puri,63.3,,51.0,9.5,8.9,23.3,20.8,11.8,0.0,94.9,97.7,61.5,4812,34.4,67.3,98.5,99.5,38.1,19.4,0.0,52.6,25.5,11.3,13.8,8.9,12.9,40.4,83.3,94.9,76.4,0.2,0.9,0.5
