State,District,Households_x,Population,Literacy_Rate,Women_Anaemia,Pregnant_Anaemia,Children_Anaemia,Men_High_BloodSugar,Women_High_BloodSugar,Men_Elevated_BP,Women_Elevated_BP,Diarrhoea_Prevalence,ARI_Prevalence,Skilled_Births,Institutional_Births,Health_Insurance,Out_Of_Pocket_Expense,Clean_Fuel,Improved_Sanitation,Improved_Drinking_Water,Electricity,Women_10Plus_Schooling,Men_Alcohol,Women_Alcohol,Men_Tobacco,Women_Tobacco,Children_Underweight,Children_Stunted,Children_Wasted,Women_Low_BMI,Women_Overweight,ANC_First_Trimester,ANC_4Plus_Visits,IFA_100_Days,Breast_Cancer_Screening,Cervical_Cancer_Screening,Oral_Cancer_Screening,Functional_Sub_Centres,Functional_PHCs,Functional_CHCs,Functional_SDHs,Functional_DHs,Households_y,Landless_Manual_Labour,Non_Agricultural_Enterprise,Income_Tax_Households,Government_Salaried,Private_Salaried,Income_Above_10000,Refrigerator,Four_Wheeler,Kisan_Credit_Card,Reporting_Offices,Aggregate_Deposit,Gross_Bank_Credit
Arunachal Pradesh,West Kameng,18159.0,83947.0,57.77,37.4,18.2,66.6,8.0,3.6,30.7,19.8,10.0,2.5,92.0,93.6,38.3,7645.0,88.9,88.9,99.8,97.5,43.6,45.9,19.5,38.7,13.9,13.4,24.2,23.2,1.9,25.7,45.1,27.6,18.5,0.5,0.0,0.2,22.0,5.0,5.0,0.0,1.0,11009.0,1274.0,283.0,634.0,1829.0,141.0,1670.0,493.0,123.0,38.0,17.0,1752.4033,616.4599
Arunachal Pradesh,West Siang,21231.0,112274.0,57.67,30.5,16.8,45.6,7.7,4.9,41.1,32.7,3.1,2.2,87.6,84.6,26.6,14222.0,57.1,87.7,99.1,88.2,46.3,49.8,26.9,44.3,16.9,16.2,24.5,15.1,4.4,27.4,49.5,30.4,9.9,0.1,0.4,0.4,15.0,6.0,2.0,0.0,1.0,9454.0,243.0,380.0,223.0,1566.0,108.0,1224.0,834.0,168.0,38.0,9.0,1560.7278,428.8423
Assam,Bajali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,1434.6646,1042.6506
Assam,Baksa,191701.0,950075.0,60.29,73.6,65.3,78.6,9.4,8.7,25.0,24.5,5.8,0.8,92.1,89.9,69.0,7312.0,35.2,68.9,89.8,98.1,27.8,33.4,11.9,57.6,14.9,34.0,41.2,17.0,15.1,18.8,61.1,56.0,56.2,0.3,0.3,0.0,157.0,35.0,8.0,0.0,1.0,200873.0,57770.0,6757.0,14874.0,15490.0,3210.0,17119.0,5637.0,2327.0,1324.0,34.0,1007.5585,731.2131
Assam,Barpeta,337929.0,1693622.0,52.97,64.8,47.6,63.5,10.2,8.1,16.7,17.9,1.7,1.5,87.6,87.6,58.9,4829.0,38.7,63.7,98.1,88.9,31.7,8.0,0.7,46.4,14.3,26.2,29.8,19.5,14.6,16.6,62.2,43.6,49.4,0.2,0.7,0.0,264.0,50.0,11.0,1.0,1.0,324478.0,135448.0,6234.0,16625.0,23156.0,3032.0,24966.0,10072.0,3524.0,1959.0,98.0,4534.7888,3605.4504
Assam,Biswanath,,,,64.4,45.1,79.8,5.7,5.5,28.4,23.5,3.7,2.0,84.6,84.3,68.4,3676.0,35.0,76.6,76.2,91.1,23.0,40.5,11.5,61.6,27.8,41.0,42.7,27.1,22.0,10.6,41.2,46.5,63.7,0.0,0.5,0.0,139.0,26.0,3.0,2.0,0.0,122891.0,34175.0,6755.0,11093.0,6258.0,7509.0,7212.0,4597.0,2002.0,150.0,57.0,2265.1611,1674.026
Assam,Bongaigaon,150018.0,738804.0,58.75,70.6,51.2,77.2,8.5,7.6,15.9,13.6,4.4,1.6,89.1,84.5,57.6,4778.0,49.8,72.5,95.3,97.0,28.6,13.2,1.0,45.7,18.8,35.3,46.2,20.2,13.1,16.9,65.1,33.9,46.7,0.8,0.7,0.7,108.0,29.0,4.0,0.0,1.0,134259.0,55336.0,2310.0,10165.0,11763.0,835.0,12369.0,4478.0,1792.0,808.0,64.0,4150.1982,2838.5938
Assam,Cachar,379955.0,1736617.0,67.61,57.4,44.0,61.8,7.3,6.4,15.4,17.0,4.2,2.1,80.2,79.2,57.9,3799.0,43.0,57.6,43.8,81.7,25.8,14.6,2.5,51.0,33.2,38.2,28.7,30.7,19.7,9.1,52.0,32.7,35.6,0.0,0.2,0.2,270.0,35.0,7.0,0.0,1.0,357047.0,121456.0,17960.0,31279.0,26328.0,11817.0,34280.0,19987.0,4440.0,5474.0,173.0,12586.3189,5766.5666
Assam,Charaideo,,,,72.3,61.6,69.7,8.8,7.1,17.9,18.2,9.8,2.2,90.5,88.2,64.9,4858.0,27.3,75.9,96.4,91.7,26.2,50.4,17.7,57.9,25.4,34.8,39.0,23.5,24.7,10.3,74.1,64.5,51.7,0.0,0.2,0.0,70.0,19.0,2.0,1.0,0.0,86938.0,28840.0,2755.0,7512.0,5899.0,12765.0,6145.0,4808.0,2847.0,611.0,34.0,1455.8599,841.6101
Assam,Chirang,97395.0,482162.0,53.9,65.2,54.1,70.4,8.9,5.7,25.6,20.8,6.3,1.6,82.9,83.7,61.5,5052.0,44.5,77.1,92.1,97.8,23.0,30.9,8.9,55.1,18.6,39.7,42.7,19.5,17.2,13.3,55.9,56.5,47.1,0.2,0.4,0.2,87.0,24.0,4.0,0.0,1.0,98762.0,28714.0,2760.0,9385.0,6255.0,1545.0,8405.0,4612.0,2437.0,875.0,39.0,1861.8237,1048.1569
Assam,Darrang,187783.0,928500.0,52.45,70.4,51.6,66.8,8.3,7.0,14.5,16.7,2.1,2.3,87.0,84.4,53.7,7001.0,30.1,67.9,99.7,89.5,27.5,7.8,0.3,43.0,10.2,33.1,42.0,27.0,17.4,13.3,56.5,37.5,43.3,0.0,0.4,0.0,159.0,34.0,7.0,0.0,1.0,176283.0,56631.0,4300.0,9276.0,11311.0,1945.0,11627.0,4813.0,2319.0,1518.0,71.0,3097.9445,2570.0173
Assam,Dhemaji,129869.0,686133.0,61.65,62.9,61.7,73.1,9.2,4.9,24.1,16.0,0.9,3.0,91.5,87.3,66.8,5168.0,21.6,70.8,95.3,95.0,43.6,59.5,30.6,62.7,26.2,25.7,37.2,18.3,12.1,15.6,76.2,62.2,45.3,0.0,0.0,0.0,98.0,23.0,5.0,0.0,1.0,129336.0,10411.0,4783.0,8197.0,8941.0,1196.0,9483.0,5207.0,2645.0,2502.0,48.0,2091.0596,1879.4392
Assam,Dhubri,414674.0,1949258.0,47.32,63.2,69.7,73.1,5.9,4.6,19.0,18.2,9.8,1.7,68.9,64.2,59.4,4691.0,40.7,61.8,96.7,92.5,20.4,5.1,0.3,55.0,21.8,37.8,48.5,21.5,22.2,12.4,49.9,37.6,47.6,0.0,0.0,0.0,,,,,,268743.0,139413.0,3424.0,8290.0,9764.0,1045.0,11941.0,4586.0,1725.0,823.0,83.0,4013.1145,2522.2422
Assam,Dibrugarh,276867.0,1326335.0,66.69,70.8,47.2,66.4,9.1,7.9,21.4,18.1,5.8,2.5,95.3,93.1,58.8,5125.0,44.7,75.3,98.1,94.4,33.7,51.9,19.0,57.7,27.9,32.0,27.3,20.6,20.3,20.9,75.8,75.6,58.9,0.2,0.0,0.5,234.0,31.0,10.0,0.0,0.0,244630.0,74087.0,8175.0,23964.0,18489.0,32625.0,29387.0,26607.0,16875.0,2200.0,179.0,14574.0629,8461.2085
Assam,Dima Hasao,42252.0,214102.0,65.8,60.5,43.3,73.1,8.7,5.6,23.5,17.1,7.0,2.7,91.9,89.5,61.9,4825.0,48.2,83.8,50.2,95.9,42.4,57.2,23.9,55.2,21.3,21.7,30.6,23.6,10.0,16.2,58.9,46.9,40.8,0.0,0.0,0.0,76.0,12.0,3.0,0.0,1.0,31550.0,2879.0,1181.0,4722.0,4496.0,506.0,3277.0,839.0,310.0,343.0,32.0,1566.511,649.3875
Assam,Goalpara,198454.0,1008183.0,55.9,64.9,49.2,60.7,7.7,6.0,17.9,16.8,7.8,2.1,94.2,92.3,71.1,4407.0,36.3,75.3,90.7,89.6,23.4,16.2,5.0,52.0,15.6,35.4,38.9,24.3,12.2,15.3,65.3,44.1,52.2,0.2,0.2,0.0,155.0,37.0,7.0,0.0,1.0,189520.0,81547.0,5479.0,7467.0,10692.0,1078.0,12390.0,6295.0,3157.0,1795.0,66.0,3035.8093,2002.576
Assam,Golaghat,227197.0,1066888.0,67.65,77.2,76.7,75.1,6.7,6.4,22.0,20.5,8.0,4.1,92.1,90.4,69.3,5186.0,33.1,73.1,93.7,96.4,27.9,38.2,10.4,52.0,21.6,25.5,26.3,19.2,25.1,16.0,76.1,65.7,63.7,0.2,0.2,0.2,143.0,39.0,9.0,1.0,1.0,210230.0,48387.0,5422.0,11648.0,13730.0,9117.0,16387.0,11669.0,6847.0,2385.0,124.0,4823.1963,4516.2024
Assam,Hailakandi,143350.0,659296.0,61.79,61.4,58.7,59.5,9.0,7.1,24.4,21.8,5.1,4.9,84.8,83.0,53.6,5090.0,35.2,60.0,41.2,91.2,25.3,10.1,3.1,58.3,45.1,42.4,42.9,22.2,25.7,10.9,77.6,43.1,29.0,0.0,0.0,0.0,107.0,13.0,4.0,0.0,1.0,138654.0,37450.0,7132.0,11989.0,9295.0,2454.0,9597.0,7954.0,1151.0,3244.0,45.0,2216.7803,973.1114
Assam,Hojai,,,,56.3,51.4,56.8,7.6,6.3,25.2,21.0,4.4,2.4,83.5,82.1,67.4,5299.0,52.0,63.1,99.9,96.3,23.1,16.7,2.2,53.7,18.8,28.4,39.3,12.7,19.3,20.1,52.7,51.3,50.5,0.0,0.9,0.5,94.0,7.0,5.0,0.0,1.0,94787.0,28183.0,1711.0,2877.0,3932.0,1512.0,5193.0,3758.0,1220.0,543.0,29.0,1637.7422,963.8428
Assam,Jorhat,236262.0,1092256.0,72.78,71.8,56.4,74.1,8.5,7.7,26.3,25.9,6.3,3.0,97.4,96.5,60.1,8435.0,48.3,80.4,85.9,95.1,42.9,30.9,4.0,47.1,16.5,33.2,38.7,15.5,22.5,19.9,78.3,67.0,52.1,0.2,0.0,0.3,110.0,36.0,6.0,1.0,0.0,251205.0,73968.0,11254.0,33193.0,40370.0,21515.0,45971.0,42092.0,20163.0,2315.0,144.0,9488.7585,6452.7848
Assam,Kamrup,311114.0,1517542.0,65.59,71.5,66.5,72.9,9.3,7.1,19.2,22.2,5.0,1.5,88.5,85.0,47.0,8654.0,57.4,68.7,92.1,94.8,39.2,19.1,3.2,44.7,14.3,19.7,22.6,14.8,12.9,23.5,57.0,46.9,42.5,0.0,0.2,0.3,280.0,65.0,13.0,1.0,1.0,323919.0,100847.0,14882.0,28553.0,38390.0,9634.0,41082.0,24375.0,13302.0,3376.0,171.0,7845.5226,4734.1499
Assam,Kamrup Metro,,,,74.6,56.4,80.4,7.8,8.3,20.3,17.0,5.2,1.3,90.1,89.1,45.5,8275.0,85.1,65.2,87.2,99.2,49.1,24.2,3.9,39.9,11.8,25.0,25.4,18.2,12.6,21.3,77.6,68.9,51.7,0.2,0.2,0.4,50.0,48.0,3.0,0.0,1.0,54802.0,16150.0,1778.0,4398.0,7421.0,2702.0,8547.0,7228.0,5665.0,204.0,471.0,91659.6387,53608.7253
Assam,Kamrup Metropolitan,293112.0,1253938.0,79.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,Karbi Anglong,177646.0,956313.0,58.27,59.0,42.1,67.5,8.5,6.5,22.8,20.1,2.2,2.2,78.3,74.9,54.1,6822.0,33.4,75.2,79.6,97.0,30.3,48.5,20.5,55.0,20.5,28.2,31.6,17.2,10.0,15.7,64.8,63.9,35.3,0.0,0.0,0.2,115.0,24.0,6.0,0.0,0.0,106532.0,14983.0,2891.0,5528.0,7902.0,3811.0,6978.0,7683.0,2526.0,1682.0,57.0,2216.9848,1943.2491
Assam,Karimganj,247714.0,1228686.0,64.73,52.0,41.9,64.1,8.5,6.3,17.2,16.5,7.6,2.3,78.3,76.4,64.4,4287.0,39.6,61.5,62.3,87.1,19.6,7.0,1.4,54.2,43.0,52.9,29.1,48.0,17.8,6.6,54.8,42.8,39.9,0.0,0.0,0.5,232.0,29.0,7.0,0.0,1.0,181827.0,64007.0,6754.0,14615.0,10088.0,3644.0,12561.0,7350.0,2060.0,1542.0,93.0,5447.7393,2629.5604
Assam,Kokrajhar,181081.0,887142.0,55.16,59.5,59.5,74.7,8.1,5.9,19.4,17.8,3.4,3.8,82.0,81.9,50.2,3780.0,43.3,72.2,87.3,93.9,27.5,31.3,12.3,55.5,25.7,35.2,34.6,20.5,10.6,13.7,67.0,36.9,61.1,0.6,0.2,0.2,161.0,46.0,2.0,1.0,1.0,180213.0,48220.0,5147.0,9626.0,11822.0,1318.0,11973.0,5695.0,1951.0,2304.0,59.0,4425.0798,2231.6937
Assam,Lakhimpur,204307.0,1042137.0,65.59,65.4,42.3,69.3,5.1,5.0,25.0,20.8,3.7,3.9,96.8,96.2,67.0,5098.0,36.1,74.2,81.2,97.2,42.1,39.9,15.5,55.8,27.2,34.4,38.5,18.2,17.3,12.4,61.0,51.7,42.2,0.0,0.0,0.0,149.0,29.0,9.0,1.0,0.0,190175.0,37801.0,6328.0,14204.0,16971.0,4334.0,17102.0,8093.0,5102.0,2274.0,90.0,3815.2355,3733.4127
Assam,Majuli,,,,67.8,0.0,73.0,8.8,6.8,23.3,19.7,3.6,3.0,93.5,90.3,60.8,6227.0,19.3,65.6,98.6,93.5,41.7,45.4,32.1,54.7,26.6,22.2,35.4,14.1,18.0,14.4,76.1,72.2,56.7,0.0,0.2,0.2,34.0,8.0,2.0,0.0,1.0,33041.0,2567.0,1263.0,3148.0,3859.0,241.0,3418.0,2157.0,660.0,294.0,16.0,339.8602,355.6185
Assam,Marigaon,,,,64.2,48.0,53.3,8.1,5.5,20.5,20.1,5.4,5.9,90.0,88.3,62.5,4379.0,37.6,62.3,94.6,89.5,24.5,15.6,1.9,56.9,29.9,30.5,43.2,16.1,15.0,14.2,64.0,42.0,53.4,0.2,0.2,0.2,122.0,34.0,6.0,0.0,1.0,186494.0,63652.0,3661.0,10491.0,11551.0,1715.0,12866.0,7368.0,3112.0,1703.0,66.0,2255.6394,1774.6064
Assam,Morigaon,184602.0,957423.0,56.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,Nagaon,559340.0,2823768.0,60.58,61.0,62.4,68.6,10.6,8.3,17.0,16.4,8.7,2.8,86.7,83.7,59.4,5670.0,38.6,66.1,96.1,94.5,22.1,14.8,2.5,49.0,18.2,32.4,38.9,19.4,21.5,13.2,73.1,59.4,46.5,0.2,0.2,0.4,258.0,72.0,13.0,0.0,1.0,404171.0,119474.0,12670.0,19601.0,28460.0,7734.0,28744.0,20578.0,6605.0,3320.0,190.0,9691.8528,7006.5167
Assam,Nalbari,155248.0,771639.0,68.91,66.4,53.2,71.0,9.7,8.0,24.9,22.5,3.6,2.2,91.4,91.8,52.5,6478.0,51.1,68.1,99.5,94.7,41.6,15.5,2.4,42.0,11.7,26.7,27.5,15.4,16.4,21.8,70.7,55.9,38.6,1.0,0.9,0.8,124.0,44.0,11.0,0.0,1.0,154044.0,53870.0,6589.0,17772.0,22567.0,3670.0,24093.0,7201.0,3203.0,870.0,84.0,3864.5832,2779.3963
Assam,Sivasagar,248367.0,1151050.0,70.68,67.6,54.3,67.5,7.7,7.9,26.0,22.0,5.1,0.4,95.6,95.3,60.7,5466.0,45.5,82.3,92.7,97.0,47.1,42.9,13.5,58.4,25.5,25.9,26.1,21.1,20.5,21.5,85.1,80.9,53.7,0.3,0.2,0.5,150.0,27.0,2.0,1.0,1.0,174573.0,39560.0,5650.0,20846.0,22428.0,13700.0,24947.0,18466.0,10834.0,1863.0,106.0,5890.8096,3942.4132
Assam,Sonitpur,392919.0,1924110.0,57.61,63.6,47.3,69.4,5.9,5.1,24.5,24.8,4.3,2.4,82.8,83.5,66.9,5123.0,45.8,72.2,82.9,88.2,24.3,28.9,4.4,59.1,23.3,21.9,36.7,13.1,21.4,13.1,48.8,45.5,56.4,0.4,0.4,0.2,146.0,29.0,6.0,0.0,1.0,306153.0,80886.0,9596.0,33382.0,27513.0,16991.0,29492.0,27415.0,8438.0,1844.0,129.0,7341.3739,5176.1627
Assam,South Salmara Mancachar,,,,57.1,37.6,69.6,7.1,5.3,16.5,15.5,5.4,3.9,79.4,71.7,68.2,3092.0,28.5,59.0,98.2,79.5,20.9,0.9,0.2,50.0,25.2,27.9,38.9,18.2,11.9,8.5,60.1,35.3,47.4,0.3,0.0,0.0,51.0,7.0,2.0,1.0,0.0,123341.0,73948.0,964.0,2392.0,3314.0,254.0,4068.0,1093.0,983.0,780.0,20.0,514.4918,295.9507
Assam,Tamulpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,882.9192,582.6089
Assam,Tinsukia,268598.0,1327929.0,60.12,72.8,71.7,66.4,10.8,8.9,19.3,17.1,4.9,2.0,83.2,82.6,60.0,5163.0,40.9,66.7,96.8,95.7,25.6,43.7,15.7,51.1,23.1,32.2,32.8,21.5,17.6,16.9,70.7,63.1,43.8,0.2,0.0,0.2,166.0,22.0,8.0,1.0,1.0,233987.0,71680.0,10696.0,17929.0,15817.0,44412.0,22167.0,20794.0,9154.0,2525.0,149.0,9603.5794,5604.5437
Assam,Udalguri,168717.0,831668.0,56.5,81.5,63.9,77.6,9.4,6.6,22.6,19.7,3.2,2.3,87.9,86.2,70.6,6731.0,34.0,73.8,82.3,95.5,23.8,35.1,11.1,50.8,12.2,32.5,33.8,21.3,16.1,14.0,50.1,49.8,44.2,0.3,0.2,0.2,150.0,24.0,7.0,0.0,1.0,170174.0,54844.0,3357.0,6889.0,8326.0,6589.0,9763.0,4380.0,2265.0,1818.0,49.0,2019.4322,1481.4638
Assam,West Karbi Anglong,,,,57.9,38.8,79.0,8.6,6.0,22.2,17.0,6.8,2.9,84.5,72.5,63.1,3597.0,17.7,76.7,44.7,94.7,21.7,54.2,23.0,58.2,20.2,31.1,40.9,23.2,13.1,9.4,55.5,46.7,39.9,0.2,0.0,0.0,50.0,18.0,2.0,1.0,0.0,48705.0,3980.0,2317.0,2685.0,2896.0,465.0,2365.0,2876.0,499.0,1265.0,21.0,413.907,424.7203
Bihar,Araria,568142.0,2811569.0,42.53,67.9,70.5,75.8,10.1,6.9,15.8,12.1,16.3,6.0,70.3,66.2,19.5,3606.0,15.2,32.2,100.0,96.2,16.8,8.4,0.2,53.2,12.3,47.8,49.9,23.9,30.4,9.9,41.6,25.8,17.6,0.7,1.1,0.7,221.0,39.0,6.0,1.0,1.0,650191.0,375469.0,9624.0,7569.0,10846.0,2934.0,20347.0,15868.0,3634.0,11464.0,169.0,6131.6244,4700.7269
Bihar,Arwal,118222.0,700843.0,55.13,66.9,70.4,65.8,9.3,6.3,14.0,12.9,13.4,5.0,83.1,79.2,15.6,1933.0,29.3,43.4,99.9,97.4,32.9,25.2,0.6,47.9,2.4,52.9,45.6,36.8,31.9,12.4,57.4,34.5,17.2,0.2,0.4,0.2,62.0,30.0,3.0,0.0,1.0,115379.0,63287.0,3151.0,5629.0,8187.0,1525.0,10890.0,2038.0,1295.0,3304.0,64.0,2564.4824,973.4535
Bihar,Aurangabad,391898.0,2540073.0,57.71,60.5,53.1,68.4,8.9,6.5,15.3,16.2,7.1,2.5,84.6,77.5,15.4,1804.0,38.9,47.1,100.0,97.7,36.9,23.9,1.1,46.7,3.3,48.7,41.2,32.9,25.8,10.0,53.6,29.3,20.3,0.0,0.0,0.0,248.0,68.0,8.0,1.0,1.0,370285.0,199919.0,5658.0,11700.0,17737.0,3688.0,33974.0,16301.0,7267.0,14605.0,203.0,10829.9518,4716.0101
Bihar,Banka,381601.0,2034763.0,47.44,65.9,68.6,77.8,7.2,7.2,18.8,17.4,6.9,2.3,80.4,79.8,13.6,8076.0,32.3,38.2,96.3,96.2,22.6,17.9,0.5,49.4,1.8,45.8,46.7,26.9,23.8,13.4,70.7,31.7,24.5,0.0,0.6,0.0,242.0,34.0,8.0,0.0,1.0,397367.0,182502.0,13418.0,9069.0,10970.0,4544.0,19944.0,14920.0,2909.0,9172.0,124.0,5464.7953,2544.5738
Bihar,Begusarai,589667.0,2970541.0,52.13,62.9,58.7,74.5,9.1,6.8,17.0,13.9,11.9,3.1,85.6,86.0,13.2,1710.0,45.2,62.2,99.1,96.2,34.1,13.7,0.4,49.6,4.0,35.6,37.8,21.0,26.0,17.6,46.5,21.6,21.4,0.2,0.2,0.0,290.0,40.0,7.0,1.0,1.0,508862.0,333491.0,6592.0,12376.0,19662.0,4116.0,32309.0,9326.0,7487.0,15874.0,226.0,13012.9818,9019.4739
Bihar,Bhagalpur,564711.0,3037766.0,51.78,73.0,63.7,78.7,8.5,7.5,14.7,13.3,10.9,1.1,77.5,77.2,16.3,2975.0,49.2,60.9,98.0,94.5,35.1,21.2,0.2,47.3,2.4,40.4,40.0,21.2,22.9,19.4,53.3,27.6,28.0,1.2,1.6,1.3,327.0,66.0,11.0,2.0,1.0,485762.0,300874.0,8192.0,15476.0,24136.0,3182.0,37508.0,16601.0,13368.0,8529.0,286.0,19701.2981,9548.0063
Bihar,Bhojpur,416090.0,2728407.0,58.61,73.6,68.3,67.7,9.6,6.8,14.5,13.9,11.8,1.4,87.5,86.9,9.6,2214.0,42.9,45.9,99.7,97.9,34.6,17.8,0.5,43.7,2.4,44.0,40.7,31.3,23.1,20.8,42.7,33.5,15.5,0.3,0.5,0.3,300.0,39.0,10.0,1.0,1.0,426775.0,242116.0,6776.0,17971.0,31068.0,7008.0,41690.0,6777.0,4054.0,12650.0,238.0,15004.7801,5784.3788
Bihar,Buxar,261660.0,1706352.0,58.01,66.2,55.1,68.3,6.6,7.1,10.5,13.9,10.4,3.7,90.6,89.5,11.4,1686.0,44.7,52.4,99.8,98.5,33.3,11.4,0.1,42.2,1.8,45.3,39.6,33.2,21.1,16.6,61.5,27.4,21.1,0.3,0.3,0.0,149.0,35.0,4.0,1.0,1.0,241661.0,126929.0,3840.0,9846.0,15366.0,3999.0,25866.0,6054.0,3465.0,8719.0,152.0,8466.2718,3432.3613
Bihar,Darbhanga,803012.0,3937385.0,46.14,60.8,52.5,68.9,10.1,6.4,23.5,17.5,14.3,3.8,75.9,69.9,25.3,3230.0,41.6,48.7,99.8,97.2,22.7,10.6,0.3,55.1,5.6,39.2,45.4,19.3,25.6,13.4,51.8,24.9,22.0,0.2,0.8,0.2,259.0,63.0,10.0,2.0,0.0,977418.0,602815.0,11374.0,21618.0,33439.0,18481.0,48845.0,19323.0,6987.0,12636.0,262.0,17489.0614,7872.1309
Bihar,Gaya,688425.0,4391418.0,52.32,64.3,64.4,76.7,7.4,4.2,18.8,16.6,5.1,4.1,77.7,76.6,9.7,1927.0,34.7,44.4,99.2,97.9,30.7,29.9,0.9,51.9,3.7,43.5,47.4,24.3,26.8,10.8,63.2,25.1,18.9,0.1,0.0,0.0,473.0,73.0,18.0,2.0,1.0,665944.0,326817.0,15465.0,19378.0,24836.0,7204.0,46673.0,19425.0,6368.0,22730.0,332.0,23723.3533,12127.671
Bihar,Gopalganj,413044.0,2562012.0,53.98,53.8,54.0,56.1,5.0,4.7,22.8,20.3,6.1,5.9,88.0,85.9,12.7,2559.0,39.4,60.1,99.9,96.2,32.9,12.0,0.1,47.8,5.2,29.2,34.2,21.5,22.7,17.9,53.2,27.9,23.6,0.2,1.5,0.0,189.0,30.0,10.0,1.0,1.0,394660.0,109615.0,6471.0,10901.0,15654.0,15623.0,39086.0,9521.0,6077.0,10313.0,186.0,11023.7387,4677.2151
Bihar,Jamui,307082.0,1760405.0,48.77,75.2,60.6,81.9,8.2,5.4,14.8,12.6,2.1,1.9,72.7,73.4,14.3,5290.0,40.2,37.6,90.5,97.9,20.6,25.0,0.5,53.6,2.8,37.5,43.0,19.4,31.0,12.7,73.8,37.9,27.8,0.0,0.0,0.0,277.0,36.0,7.0,0.0,1.0,292670.0,125886.0,5295.0,5882.0,8648.0,1728.0,16247.0,10672.0,2377.0,7164.0,123.0,6153.8743,2725.2979
Bihar,Jehanabad,181740.0,1125313.0,55.0,68.1,72.1,61.9,9.0,6.9,12.0,13.4,11.2,3.4,88.3,89.1,13.2,1512.0,34.3,45.5,99.8,99.3,30.5,28.5,1.1,49.1,5.5,51.7,41.3,36.6,27.2,14.3,58.4,17.4,24.2,0.2,1.6,0.2,110.0,33.0,6.0,0.0,1.0,170675.0,94849.0,5153.0,9609.0,13519.0,1648.0,17621.0,4474.0,1701.0,6998.0,95.0,5210.0061,2020.42
Bihar,Kaimur (Bhabua),250884.0,1626384.0,56.58,70.3,62.4,71.4,6.1,4.4,15.0,12.3,3.1,4.2,86.0,83.3,18.1,1671.0,29.0,59.1,98.0,96.7,29.5,14.1,0.5,50.8,2.8,47.2,44.1,27.3,25.6,11.8,62.4,25.6,11.2,0.0,0.0,0.0,181.0,27.0,5.0,1.0,1.0,237393.0,125439.0,3243.0,7103.0,10801.0,1757.0,21724.0,10635.0,7683.0,13541.0,123.0,5534.3677,3048.6265
Bihar,Katihar,619076.0,3071029.0,41.69,68.4,61.0,65.6,9.1,6.5,17.8,17.0,10.6,2.1,73.8,66.9,8.4,2333.0,16.9,44.6,99.2,92.0,19.8,10.3,0.6,49.2,6.1,48.1,43.9,23.5,26.4,13.1,40.9,15.3,16.2,0.0,0.0,0.0,340.0,57.0,7.0,2.0,1.0,650044.0,423243.0,10469.0,11583.0,16341.0,2625.0,29076.0,20812.0,5218.0,12700.0,187.0,9042.1473,6328.1589
Bihar,Khagaria,328823.0,1666886.0,46.08,59.5,62.9,67.1,9.8,8.4,16.1,13.0,13.9,1.6,82.3,74.2,15.6,4327.0,33.2,65.0,98.8,94.5,26.6,6.9,0.1,43.7,3.5,36.4,34.8,25.3,24.7,18.1,44.6,17.4,15.8,0.2,0.7,0.9,187.0,26.0,4.0,0.0,1.0,390899.0,266626.0,4765.0,9606.0,13649.0,2223.0,21051.0,10470.0,3867.0,7681.0,114.0,5002.4841,2816.5315
Bihar,Kishanganj,338445.0,1690400.0,44.08,65.1,68.4,67.5,7.8,5.6,22.7,17.4,9.1,1.8,64.9,54.6,8.1,4174.0,15.3,52.4,100.0,95.8,15.0,6.2,0.6,50.4,11.6,41.1,38.8,23.9,29.1,11.6,37.6,17.1,17.5,0.2,0.8,0.2,258.0,16.0,4.0,0.0,1.0,308989.0,204893.0,6734.0,4395.0,4740.0,980.0,7368.0,7417.0,1446.0,5526.0,107.0,4463.9418,3305.3993
Bihar,Lakhisarai,163355.0,1000912.0,50.68,72.6,67.8,77.2,8.8,7.3,13.8,12.3,9.7,1.3,76.2,75.8,15.1,9523.0,42.6,51.6,96.6,98.0,30.0,20.0,0.8,45.4,2.4,45.1,42.7,25.6,25.3,16.2,66.1,28.0,21.1,0.0,0.2,0.1,102.0,19.0,3.0,0.0,1.0,141284.0,81860.0,3862.0,4414.0,6057.0,1278.0,9275.0,2587.0,956.0,2876.0,90.0,4385.3932,1772.6491
Bihar,Madhepura,401289.0,2001762.0,41.69,65.7,69.0,67.7,7.9,8.7,14.5,10.4,13.6,1.6,77.1,75.0,9.5,982.0,13.4,34.6,99.3,97.0,23.2,13.8,0.5,53.2,7.9,43.5,46.3,20.6,32.0,12.9,53.8,20.9,14.9,0.0,0.9,0.5,272.0,27.0,8.0,1.0,1.0,529361.0,248725.0,6334.0,11037.0,18723.0,2845.0,21087.0,22027.0,6045.0,10028.0,125.0,4814.6602,3070.5696
